"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4210172";"";"None";"2114.59";"None";"None";"Clone#52";"CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CS)NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CS)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CS)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)CN)C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O";"IC50";"'='";"971.0";"nM";"6.01";"";"";"UO_0000065";"2.84";"None";"None";"None";"0";"CHEMBL4186160";"Inhibition of Bacillus anthracis lethal factor protease using substrate containing CyPet and YPet linked by RRKKVYPYPMEGTIA sequence preincubated for 30 mins followed by substrate addition measured every 2 mins for 3 hrs by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL4184151";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL1649594";"";"None";"128.15";"0";"1.71";"2d";"Oc1coccc1=S";"IC50";"'='";"204000.0";"nM";"3.69";"";"";"UO_0000065";"28.80";"0.63";"1.98";"11.06";"0";"CHEMBL1664438";"Inhibition of recombinant anthrax lethal factor after 30 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1649420";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL204593";"";"None";"346.38";"0";"0.71";"40";"Cc1cc(S(=O)(=O)N[C@@H](C(=O)NO)C2CCOCC2)ccc1F";"IC50";"'='";"54.0";"nM";"7.27";"";"";"UO_0000065";"20.98";"0.43";"6.56";"6.94";"0";"CHEMBL861854";"Inhibition of LF by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL200384";"";"None";"367.50";"0";"3.76";"24";"O=C(O)CN1C(=O)/C(=C/c2ccc(-c3cccs3)s2)SC1=S";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"15.34";"0.35";"1.88";"9.79";"0";"CHEMBL864614";"Inhibitory activity against anthrax lethal factor metalloprotease";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1148588";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL1161812";"";"None";"349.38";"0";"-0.35";"49";"Cc1cc(S(=O)(=O)N[C@H](CCOCCN)C(=O)NO)ccc1F";"IC50";"'='";"3500.0";"nM";"5.46";"";"";"UO_0000065";"15.62";"0.32";"5.81";"4.17";"0";"CHEMBL861855";"Inhibition of LF by MACK assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL550029";"";"None";"445.57";"1";"5.54";"97";"O=S(=O)(Nc1sccc1-c1nc2ccccc2s1)c1ccc(-c2ccno2)s1";"IC50";"'='";"19000.0";"nM";"4.72";"";"";"UO_0000065";"10.60";"0.23";"-0.82";"5.55";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL562420";"";"None";"443.58";"0";"4.65";"95";"CN1CCOc2cc(S(=O)(=O)Nc3sccc3-c3nc4ccccc4s3)ccc21";"IC50";"'='";"23000.0";"nM";"4.64";"";"";"UO_0000065";"10.46";"0.22";"-0.01";"6.48";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL562914";"";"None";"424.93";"1";"5.62";"61";"O=S(=O)(Nc1sccc1-c1nc2ccccc2s1)c1cccc(Cl)c1F";"IC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"10.64";"0.24";"-1.10";"7.66";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL3098985";"";"None";"396.49";"1";"5.11";"18n";"Cc1cc(N)c2cc(NC(=O)c3cccc(-c4ccc(N(C)C)cc4)c3)ccc2n1";"IC50";"'='";"17000.0";"nM";"4.77";"";"";"UO_0000065";"12.03";"0.22";"-0.34";"6.69";"0";"CHEMBL3100684";"Inhibition of Bacillus anthracis lethal factor assessed as MCA-KKVYPYPME[dnp]K amide cleavage after 30 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3099008";"";"None";"323.37";"0";"3.84";"18cc";"Cc1cc(N)c2cc(NC(=O)CCc3ccc(F)cc3)ccc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3100684";"Inhibition of Bacillus anthracis lethal factor assessed as MCA-KKVYPYPME[dnp]K amide cleavage after 30 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3099028";"";"None";"346.39";"0";"3.87";"18j";"COc1ccc2[nH]c(C(=O)Nc3ccc4nc(C)cc(N)c4c3)cc2c1";"IC50";"'='";"44000.0";"nM";"4.36";"";"";"UO_0000065";"12.58";"0.23";"0.49";"4.68";"0";"CHEMBL3100684";"Inhibition of Bacillus anthracis lethal factor assessed as MCA-KKVYPYPME[dnp]K amide cleavage after 30 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL1255962";"";"None";"1647.14";"None";"None";"5b";"NCCCSC[C@H]1O[C@H]2O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@H](O[C@H]5[C@H](O)[C@@H](O)[C@H](O[C@H]6[C@H](O)[C@@H](O)[C@H](O[C@H]7[C@H](O)[C@@H](O)[C@H](O[C@H]8[C@H](O)[C@@H](O)[C@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8CSCCCN)O[C@@H]7CSCCCN)O[C@@H]6CSCCCN)O[C@@H]5CSCCCN)O[C@@H]4CSCCCN)O[C@@H]3CSCCCN";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"3.36";"None";"None";"None";"0";"CHEMBL1268244";"Inhibition of Bacillus anthracis lethal factor";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1255363";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2008";"None";""
"CHEMBL4091315";"";"None";"2413.94";"None";"None";"10";"C[C@@H](O)[C@@H]1NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](Cc3ccccc3)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(=O)N3)C(=O)N[C@@H](Cc1c[nH]c3ccccc13)C(=O)N2";"IC50";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"2.73";"None";"None";"None";"0";"CHEMBL4008432";"Inhibition of Bacillus anthracis lethal factor protease preincubated for 30 mins prior to addition of substrate containing fluorescent proteins CyPet and YPet measured every 2 mins for 3 hrs in presence of 0.1% BSA by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL4007405";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL604103";"";"None";"371.40";"0";"3.83";"10";"NC(=O)c1ccc(Oc2ccc(-c3cc4ccc(C(N)=O)cc4[nH]3)cc2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1067452";"Inhibition of Bacillus anthracis anthrax lethal factor by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1157595";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL597598";"";"None";"422.49";"0";"3.72";"35a";"c1cc(C2=NCCN2)ccc1Oc1ccc(-c2nc3ccc(C4=NCCN4)cc3[nH]2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1067452";"Inhibition of Bacillus anthracis anthrax lethal factor by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1157595";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL202104";"";"None";"286.35";"0";"0.80";"15";"Cc1cccc(S(=O)(=O)N[C@@H](C(=O)NO)C(C)C)c1";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"22.34";"0.46";"5.60";"6.70";"0";"CHEMBL861854";"Inhibition of LF by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL203703";"";"None";"316.35";"0";"1.09";"36";"Cc1cc(S(=O)(=O)N[C@@H](C(=O)NO)C2CCC2)ccc1F";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"21.77";"0.45";"5.80";"7.21";"0";"CHEMBL861854";"Inhibition of LF by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL202416";"";"None";"312.80";"0";"1.21";"29";"CC(C)[C@@H](NS(=O)(=O)c1ccc(Cl)s1)C(=O)NO";"IC50";"'='";"1310.0";"nM";"5.88";"";"";"UO_0000065";"18.81";"0.45";"4.67";"6.16";"0";"CHEMBL861854";"Inhibition of LF by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL597791";"";"None";"511.67";"1";"4.16";"12";"CN(C)CC/N=C(\N)c1ccc(Oc2ccc(-c3cc4ccc(/C(N)=N/CCN(C)C)cc4[nH]3)cc2)cc1";"IC50";"'='";"28000.0";"nM";"4.55";"";"";"UO_0000065";"8.90";"0.16";"0.39";"4.21";"0";"CHEMBL1067452";"Inhibition of Bacillus anthracis anthrax lethal factor by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1157595";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL598231";"";"None";"335.37";"1";"5.37";"9";"N#Cc1ccc(Oc2ccc(-c3cc4ccc(C#N)cc4[nH]3)cc2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1067452";"Inhibition of Bacillus anthracis anthrax lethal factor by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1157595";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL213158";"";"None";"451.91";"0";"2.87";"6";"CSc1ccc(/C=C2\N=CN(NS(=O)(=O)c3ccc(Cl)c(C(=O)O)c3)C2=O)cc1";"IC50";"'='";"3300.0";"nM";"5.48";"";"";"UO_0000065";"12.13";"0.26";"2.61";"4.72";"0";"CHEMBL871509";"Inhibition of Anthrax lethal factor activity by HPLC assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL538881";"";"None";"287.79";"0";"3.51";"113";"Cc1ccc(S(=O)(=O)Nc2cccs2)cc1Cl";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL383943";"";"None";"372.47";"0";"4.82";"3";"O=C(/C=C/c1ccco1)C(C(=O)/C=C/c1ccco1)=C1SCCCS1";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"14.83";"0.30";"0.70";"9.14";"0";"CHEMBL871508";"Inhibition of Anthrax lethal factor activity by microplate assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL204807";"";"None";"348.42";"0";"2.16";"24";"CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)NO";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL861855";"Inhibition of LF by MACK assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL202453";"";"None";"290.32";"0";"0.63";"12";"CC(C)[C@@H](NS(=O)(=O)c1cccc(F)c1)C(=O)NO";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"19.13";"0.40";"4.92";"5.81";"0";"CHEMBL861854";"Inhibition of LF by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL1161810";"";"None";"376.41";"0";"-0.86";"47";"Cc1cc(S(=O)(=O)N[C@H](CCNC(=O)[C@H](C)N)C(=O)NO)ccc1F";"IC50";"'='";"7470.0";"nM";"5.13";"";"";"UO_0000065";"13.62";"0.28";"5.99";"3.40";"0";"CHEMBL861855";"Inhibition of LF by MACK assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL3099029";"";"None";"353.43";"1";"5.04";"18k";"Cc1cc(N)c2cc(NC(=O)c3ccc(-c4ccccc4)cc3)ccc2n1";"IC50";"'='";"48000.0";"nM";"4.32";"";"";"UO_0000065";"12.22";"0.22";"-0.72";"6.35";"0";"CHEMBL3100684";"Inhibition of Bacillus anthracis lethal factor assessed as MCA-KKVYPYPME[dnp]K amide cleavage after 30 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3099023";"";"None";"267.29";"0";"2.97";"18d";"Cc1cc(N)c2cc(NC(=O)c3ccco3)ccc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3100684";"Inhibition of Bacillus anthracis lethal factor assessed as MCA-KKVYPYPME[dnp]K amide cleavage after 30 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL552104";"";"None";"494.62";"1";"6.63";"80";"COc1ccccc1Oc1ccc(S(=O)(=O)Nc2sccc2-c2nc3ccccc3s2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL439328";"";"None";"265.31";"0";"0.96";"3";"CC(=O)N(Cc1cccnc1)[C@@H](C(=O)NO)C(C)C";"IC50";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL861854";"Inhibition of LF by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL1161809";"";"None";"362.38";"0";"-1.25";"46";"Cc1cc(S(=O)(=O)N[C@H](CCNC(=O)CN)C(=O)NO)ccc1F";"IC50";"'='";"7400.0";"nM";"5.13";"";"";"UO_0000065";"14.16";"0.29";"6.38";"3.41";"0";"CHEMBL861855";"Inhibition of LF by MACK assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL204291";"";"None";"330.38";"0";"1.48";"37";"Cc1cc(S(=O)(=O)N[C@@H](C(=O)NO)C2CCCC2)ccc1F";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"20.49";"0.42";"5.29";"7.09";"0";"CHEMBL861855";"Inhibition of LF by MACK assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL203539";"";"None";"316.35";"0";"1.09";"44";"Cc1cc(S(=O)(=O)N[C@H](CC2CC2)C(=O)NO)ccc1F";"IC50";"'='";"51.0";"nM";"7.29";"";"";"UO_0000065";"23.05";"0.47";"6.20";"7.64";"0";"CHEMBL861854";"Inhibition of LF by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL202393";"";"None";"340.32";"0";"1.51";"17";"CC(C)[C@@H](NS(=O)(=O)c1ccc(C(F)(F)F)cc1)C(=O)NO";"IC50";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL861854";"Inhibition of LF by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL551166";"";"None";"454.56";"1";"5.18";"84";"Cc1nnc(-c2cccc(S(=O)(=O)Nc3sccc3-c3nc4ccccc4s3)c2)o1";"IC50";"'='";"25000.0";"nM";"4.60";"";"";"UO_0000065";"10.12";"0.21";"-0.58";"4.70";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL564557";"";"None";"418.54";"1";"5.58";"19";"Cc1ccc(S(=O)(=O)Nc2scc(C)c2-c2nc3ccccc3s2)cc1F";"IC50";"'='";"35000.0";"nM";"4.46";"";"";"UO_0000065";"10.65";"0.23";"-1.12";"7.54";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL552307";"";"None";"465.58";"1";"6.01";"81";"O=S(=O)(Nc1sccc1-c1nc2ccccc2s1)c1ccc(Oc2ccccc2)nc1";"IC50";"'='";"43000.0";"nM";"4.37";"";"";"UO_0000065";"9.38";"0.19";"-1.64";"5.38";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL562700";"";"None";"497.07";"1";"7.45";"39";"Cc1csc(NS(=O)(=O)c2cccc(-c3ccc(Cl)cc3)c2)c1-c1nc2ccccc2s1";"IC50";"'='";"22000.0";"nM";"4.66";"";"";"UO_0000065";"9.37";"0.20";"-2.79";"7.89";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL562564";"";"None";"485.84";"1";"6.24";"123";"O=S(=O)(Nc1sccc1-c1nc2ccccc2s1)c1ccc(Br)c(Cl)c1";"IC50";"'='";"4500.0";"nM";"5.35";"";"";"UO_0000065";"11.01";"0.28";"-0.89";"9.05";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
